0.9533605377689722,
0.9442215178545806,
0.9336956366884427,
0.9248696734041687,
0.9149567294799235,
0.9063618615931403,
0.899389636858726,
0.8914874330321569,
0.8831002589628394,
0.876231124850768,
0.869340661313945,
0.8633593868948206,
0.8576734400047406,
0.8523331470973112,
0.8466485945882767,
0.8413406692123591,
0.8358151616827997,
0.831302429878597,
0.827167596591856,
0.8230644429061827,
0.819065480233855,
0.8144200056413329,
0.8109181390891227,
0.8071245921088005,
0.8039914764065257,
0.8012604885306297,
0.7987712447312932,
0.7954300904529069,
0.7932768717434913,
0.7896758227671254,
0.7878194013221684,
0.7849097508257464,
0.7828077292412441,
0.7816327021957112,
0.7783698755715167,
0.7767712260909427,
0.7745573915669841,
0.7736902542685878,
0.7723476878619224,
0.7696296528378094,
0.7686207665781977,
0.767019431433519,
0.7658017335227192,
0.7636952495226597,
0.7626211422360799,
0.7611464581606658,
0.7601610209958957,
0.7584934272180878,
0.757811630031937,
0.7562461665920095,
0.7550505883294336,
0.7542046235989625,
0.7528457929881478,
0.7522663628183052,
0.7511662712281433,
0.7507932323876959,
0.7497044738565186,
0.7484231608449777,
0.7483160452750829,
0.746457588384066,
0.7459207956299295,
0.7454478323304954,
0.7442956845672726,
0.744100882799764,
0.7431541871780556,
0.7415926333454654,
0.7413532962347053,
0.7401760875327835,
0.740234585397364,
0.739039846676033,
0.738982238023816,
0.7374181624370477,
0.7374407359580377,
0.7362103460309201,
0.7364145555828131,
0.735769780976399,
0.7347310549012233,
0.7337844303121283,
0.7335973017453928,
0.7325216339242946,
0.7314045941839007,
0.7317695998862855,
0.7309363736320567,
0.7297909806287957,
0.7288621206076584,
0.728502770106241,
0.7274730303026901,
0.727255719451979,
0.7264952778387956,
0.7260999409085223,
0.7252557393916058,
0.7245607302030193,
0.7236889828168979,
0.72317524926656,
0.7225381837409137,
0.7215614168096655,
0.7220161013374367,
0.7208435442644067,
0.7194455585497246,
0.7199424180891089,
0.7181470592325305,
0.7182211607218412,
0.7168688103711125,
0.7160657959211684,
0.7154815127986528,
0.715569326121612,
0.7137964324859146,
0.7141369951020345,
0.7130839211375707,
0.7119089914941524,
0.7112551572621598,
0.7108588209350267,
0.7100509595068674,
0.708831354111808,
0.7087318267558292,
0.7071355467826038,
0.7064992593043391,
0.7052831543749399,
0.7051368451652564,
0.703858983686585,
0.7038019705615626,
0.702338648331013,
0.7013610273249857,
0.7008240945565533,
0.6996054860448414,
0.6991307983234379,
0.697880973729369,
0.6969058432746367,
0.6968975267950749,
0.695313969283882,
0.6950305493486573,
0.693186018179041,
0.6927029434497001,
0.6920029054474135,
0.6907405006492039,
0.690474430701665,
0.6885408545659334,
0.6878397846747122,
0.6872850355578464,
0.6859598642469907,
0.6850000289522715,
0.6838354177953776,
0.6828046768802924,
0.6823944449121377,
0.6804841854457956,
0.6797172255612078,
0.6792219841041064,
0.6774708240532058,
0.6774932182912415,
0.6754928749348728,
0.6742364258168608,
0.6735864969689372,
0.6727039713329815,
0.6710948217284753,
0.670247977595493,
0.6688146674978861,
0.6679304886416877,
0.6662954609025388,
0.6651323038833485,
0.6644594052423274,
0.663018459297725,
0.6624814693412677,
0.6609995927794656,
0.6606171264248669,
0.6584523178432177,
0.6570766990111163,
0.6565467674970018,
0.6552796694577114,
0.6540747938121729,
0.6525527116899226,
0.6524624331239611,
0.6500258501667919,
0.6495551578457657,
0.64778969531801,
0.646399070468594,
0.6458078400049561,
0.6444821248507784,
0.6429319222919206,
0.6426093825561348,
0.6408937360680721,
0.6398823174849337,
0.6388913801211006,
0.636976698333191,
0.6361200801839243,
0.6355181184510679,
0.6342176823564815,
0.6330302132813682,
0.630936041481349,
0.6296608258030917,
0.6289461802036657,
0.6272863093878827,
0.6271597342661895,
0.6247252695912755,
0.6242728732145111,
0.6228996714544836,
0.6216456934629017,
0.6212210436417909,
0.619165443316201,
0.6176830671381353,
0.6172763279005552,
0.6152320138023969,
0.6153464722352816,
0.6129016862691704,
0.6127035942940926,
0.61069035160621,
0.6098207499412676,
0.6085133350204087,
0.6070422942587037,
0.6064718984629346,
0.6050832683916199,
0.6036779200529581,
0.6035737841911775,
0.602199880276552,
0.6012583280051189,
0.6004565887445816,
0.5982108784777012,
0.5981217142290456,
0.5960981399883913,
0.594796679829002,
0.594714548962704,
0.5935378491049667,
0.5915468598669136,
0.5911358777200545,
0.590513293805405,
0.5887609960991969,
0.5880966669139789,
0.5876419545612965,
0.5856499195126832,
0.5848988209733498,
0.5842172188244811,
0.5835006593728911,
0.5825145190494111,
0.5807913735607984,
0.57964696870785,
0.5790016008300057,
0.5784959689428877,
0.5767404980815167,
0.576672690546027,
0.574799034900664,
0.5735749174174195,
0.5738007620722777,
0.5717362133938657,
0.571021365460807,
0.570766669306831,
0.5701389577426681,
0.5694990443885775,
0.5682598830044127,
0.5666664098117736,
0.5661672963181392,
0.5647756495378183,
0.5643757079835167,
0.5640913292630645,
0.5623002623637886,
0.5616262124819551,
0.5614424584104485,
0.5610422996971556,
0.560100781743398,
0.5592296998171801,
0.5575402520297182,
0.5575429493687485,
0.5559118204599983,
0.5552904524097215,
0.5545306362886542,
0.5534677013634847,
0.5532340107013007,
0.5524121960863104,
0.551955719749609,
0.5509739502101971,
0.5498889056444313,
0.5492936061110046,
0.5488006971133965,
0.5476477883780343,
0.5476643496657184,
0.5472955629708169,
0.5464661282854189,
0.5457584570568457,
0.5443202180616176,
0.5440104070634594,
0.5435956517736948,
0.5426692000892724,
0.5413288115948786,
0.5413819397286025,
0.5405005693891316,
0.5393572738976593,
0.5391599881693574,
0.5386994365313398,
0.5376034435630818,
0.5372456292430391,
0.5368008777611977,
0.5367188420168135,
0.5358677476737161,
0.5356741092349541,
0.5347044454069259,
0.5335898216799242,
0.5339029793315999,
0.5323796504066698,
0.5321601314343012,
0.5319948004966851,
0.5312956460216656,
0.5304649636602472,
0.5294318700792405,
0.5289524577798386,
0.5287804064499452,
0.527838354694384,
0.5279938170660138,
0.5271536143397848,
0.5258905565249221,
0.5261875533627932,
0.5259335754029121,
0.5248439662889246,
0.5248015843054031,
0.5234300990250158,
0.5237992444892762,
0.5229494635119294,
0.5220249010309304,
0.521575921345786,
0.520944619244638,
0.5202915817839433,
0.5202939354028839,
0.5195338518927911,
0.5193346440153228,
0.5186921181020365,
0.518039079483207,
0.5179343756507996,
0.5177186657920787,
0.5169103480045868,
0.5161222961592744,
0.5160748823607461,
0.5160333541111283,
0.5153184735153455,
0.5146354523858246,
0.5139597595593737,
0.5138137899623102,
0.5130363931819565,
0.512695654971266,
0.511838638587667,
0.5119283188793284,
0.5114483163255343,
0.5115392583387456,
0.5111699561024355,
0.5101299420119003,
0.5092541204649813,
0.5093545910871546,
0.5083820383351626,
0.5091424034456256,
0.5076429573643457,
0.5071744112457287,
0.5071434237303767,
0.5064942216807621,
0.5068173625123852,
0.505448057155464,
0.5060414773051305,
0.5049379926109621,
0.5043370486681821,
0.5043578552878076,
0.5041319535296646,
0.5038186277327744,
0.5030963260909496,
0.5021452854053592,
0.5020262295586454,
0.5017679322784939,
0.5012501381950906,
0.5017742299609467,
0.5005794200940925,
0.5006210549096319,
0.4995080368972177,
0.4999574552521438,
0.4993432793262947,
0.4985673019355376,
0.4987089785044567,
0.4980001927062193,
0.49743562213187753,
0.4980736621813279,
0.4971877056463096,
0.4965448734030488,
0.4964703863849201,
0.4956852230443747,
0.4960543869497606,
0.49586067749207136,
0.49510085460804026,
0.4941597934297049,
0.4944524633874037,
0.49391988277726395,
0.4933668068689062,
0.49275232219220627,
0.49300154861154916,
